id,domain,text,label,discourse_subtype,discourse_tree_json,unsupported_nucleus,evidence_density,contrast_density,closure_strength,weak_to_strong_inference,support_balance,defeater_presence,nucleus_pressure
dcw_0216,technical troubleshooting,"a vague symptom suggests a possibility, so the explanation concludes SSL certificate problem without considering alternatives.",hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.841,0.274,0.104,0.599,0.532,0.544,0.224,0.938
dcw_0595,consumer dispute,"observed symptoms suggests service non-performance, but missing evidence weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.005,1,0.521,0.421,0.211,0.527,0.593,0.522
dcw_0193,consumer dispute,"misrepresentation is asserted as the central conclusion, while the available evidence is only an unverified assumption.",hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.725,0.081,0.112,0.649,0.948,0.428,0.021,0.996
dcw_0694,technical troubleshooting,"Because prior measurements and retrieved documents both support database schema mismatch, and the alternative SSL certificate problem is considered, the conclusion is cautiously accepted.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.038,0.754,0.581,0.093,0.269,0.472,0.829,0.296
dcw_0655,travel planning,"prior measurements suggests permit requirement, but a known confounder weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,evidence_integration,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.358,0.952,0.351,0.346,0.324,0.965,0.774,0.343
dcw_0183,technical troubleshooting,"OAuth token failure is asserted as the central conclusion, while the available evidence is only a vague symptom.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.979,0.031,0.163,0.677,0.922,0.18,0.194,0.554
dcw_0808,travel planning,"retrieved documents provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.03,0.501,0.713,0.503,0.298,0.919,0.345,0.187
dcw_0434,legal complaint,"Although a timing inconsistency could be relevant, it is ignored. Since a superficial similarity appears, merchant liability must be true.",hallucinated,weak_evidence_amplification,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.988,0.089,0.245,0.626,0.701,0.236,0.091,0.59
dcw_0093,travel planning,an unverified assumption is mentioned. This clearly proves permit requirement. Therefore the conclusion is certain.,hallucinated,premature_closure,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.559,0.097,0.052,0.973,0.804,0.233,0.272,0.657
dcw_0766,travel planning,"retrieved documents provides evidence, while a timing inconsistency acts as a defeater. The conclusion is limited rather than absolute.",grounded,evidence_integration,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Justification""}]}",0.397,0.738,0.515,0.149,0.284,0.631,0.564,0.156
dcw_0736,medical diagnosis,"Because prior measurements and transaction records both support a viral infection, and the alternative gout is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.329,0.786,0.739,0.503,0.291,0.526,0.372,0.116
dcw_0443,consumer dispute,a single ambiguous clue is mentioned. This clearly proves misrepresentation. Therefore the conclusion is certain.,hallucinated,unsupported_nucleus_promotion,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.924,0.297,0.159,0.98,0.797,0.003,0.339,0.845
dcw_0672,medical diagnosis,"The claim is supported by observed symptoms. However, colon cancer remains possible, so the conclusion is qualified.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.1,0.481,0.287,0.241,0.127,0.623,0.642,0.49
dcw_0284,technical troubleshooting,"database schema mismatch is asserted as the central conclusion, while the available evidence is only an unverified assumption.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.81,0.292,0.188,0.991,0.642,0.179,0.063,0.899
dcw_0699,legal complaint,The explanation preserves the contrast between breach of warranty and bank chargeback eligibility. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.234,0.801,0.565,0.361,0.081,0.615,0.401,0.161
dcw_0503,medical diagnosis,The explanation preserves the contrast between gout and appendicitis. The final conclusion follows only after weighing both.,grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.164,0.892,0.456,0.21,0.081,0.579,0.669,0.198
dcw_0155,financial reasoning,"Although a known confounder could be relevant, it is ignored. Since an unverified assumption appears, high-risk investment must be true.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.686,0.114,0.054,0.74,0.688,0.247,0.073,0.812
dcw_0438,scientific explanation,"a weak correlation suggests a possibility, so the explanation concludes causal mechanism without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.852,0.06,0.312,0.569,0.59,0.093,0.06,0.703
dcw_0967,scientific explanation,"observed symptoms suggests causal mechanism, but a timing inconsistency weakens a stronger conclusion. Therefore, the answer should remain tentative.",grounded,contrast_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.19,0.602,0.359,0.417,0.328,0.959,0.568,0.546
dcw_0152,financial reasoning,The reasoning jumps from one anecdotal report to high-risk investment. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.828,0.206,0.047,0.553,0.698,0.463,0.133,0.938
dcw_0446,scientific explanation,"experimental artifact is asserted as the central conclusion, while the available evidence is only an unverified assumption.",hallucinated,defeater_suppression,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.74,0.34,0.284,0.826,0.717,0.234,0.005,0.704
dcw_0757,financial reasoning,"Because witness statements and transaction records both support high-risk investment, and the alternative portfolio concentration risk is considered, the conclusion is cautiously accepted.",grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.365,0.888,0.387,0.053,0.289,0.491,0.834,0.27
dcw_0908,financial reasoning,"Because transaction records and witness statements both support expense misclassification, and the alternative portfolio concentration risk is considered, the conclusion is cautiously accepted.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.008,0.729,0.502,0.243,0.092,0.529,0.3,0.46
dcw_0382,financial reasoning,The reasoning jumps from an unverified assumption to income stability. No competing explanation is discussed.,hallucinated,premature_closure,"{""root"": ""Overstated Conclusion"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Background""}, {""role"": ""Nucleus"", ""relation"": ""Result""}]}",0.943,0.112,0.152,0.65,0.964,0.52,0.32,0.954
dcw_0855,technical troubleshooting,"policy text provides evidence, while missing evidence acts as a defeater. The conclusion is limited rather than absolute.",grounded,consistent_abduction,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.087,0.459,0.557,0.149,0.089,0.724,0.353,0.456
dcw_0999,travel planning,"prior measurements provides evidence, while a timing inconsistency acts as a defeater. The conclusion is limited rather than absolute.",grounded,consistent_abduction,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.283,0.892,0.436,0.1,0.007,0.997,0.895,0.321
dcw_0448,financial reasoning,"income stability is asserted as the central conclusion, while the available evidence is only a single ambiguous clue.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.963,0.231,0.179,0.736,0.732,0.396,0.1,0.71
dcw_0393,technical troubleshooting,"a weak correlation suggests a possibility, so the explanation concludes Nginx routing error without considering alternatives.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.964,0.182,0.175,0.615,0.729,0.176,0.001,0.882
dcw_0903,financial reasoning,"The claim is supported by prior measurements. However, income stability remains possible, so the conclusion is qualified.",grounded,qualified_conclusion,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Elaboration""}]}",0.251,0.719,0.32,0.24,0.141,0.527,0.33,0.418
dcw_0631,scientific explanation,The explanation preserves the contrast between causal mechanism and experimental artifact. The final conclusion follows only after weighing both.,grounded,contrast_preservation,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.052,0.982,0.274,0.293,0.237,0.636,0.261,0.258
dcw_0518,financial reasoning,"The claim is supported by transaction records. However, high-risk investment remains possible, so the conclusion is qualified.",grounded,consistent_abduction,"{""root"": ""Stable Abductive Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Cause""}, {""role"": ""Nucleus"", ""relation"": ""Condition""}]}",0.011,0.458,0.783,0.374,0.028,0.977,0.313,0.459
dcw_0925,travel planning,"prior measurements provides evidence, while a known confounder acts as a defeater. The conclusion is limited rather than absolute.",grounded,defeater_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.273,0.893,0.756,0.135,0.367,0.689,0.427,0.517
dcw_0365,medical diagnosis,The reasoning jumps from an unverified assumption to a viral infection. No competing explanation is discussed.,hallucinated,contradiction_omission,"{""root"": ""Premature Closure"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Weak Evidence""}, {""role"": ""Omitted"", ""relation"": ""Contrast""}]}",0.896,0.311,0.082,0.897,0.629,0.429,0.097,0.578
dcw_0943,technical troubleshooting,"retrieved documents provides evidence, while a timing inconsistency acts as a defeater. The conclusion is limited rather than absolute.",grounded,contrast_preservation,"{""root"": ""Evidence-Based Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Nucleus"", ""relation"": ""Contrast""}]}",0.027,0.991,0.818,0.469,0.001,0.582,0.756,0.437
dcw_0706,financial reasoning,The explanation preserves the contrast between high-risk investment and portfolio concentration risk. The final conclusion follows only after weighing both.,grounded,defeater_preservation,"{""root"": ""Qualified Conclusion"", ""children"": [{""role"": ""Nucleus"", ""relation"": ""Evidence""}, {""role"": ""Satellite"", ""relation"": ""Defeater""}]}",0.006,0.907,0.643,0.084,0.331,0.886,0.376,0.333
dcw_0012,medical diagnosis,"appendicitis is asserted as the central conclusion, while the available evidence is only a superficial similarity.",hallucinated,defeater_suppression,"{""root"": ""Unsupported Nucleus"", ""children"": [{""role"": ""Satellite"", ""relation"": ""Cause""}, {""role"": ""Suppressed"", ""relation"": ""Defeater""}]}",0.876,0.397,0.202,0.659,0.736,0.224,0.012,0.847
